cases,gamma
56.00,0.55
47.00,0.45
97.00,0.66
63.00,0.78
49.00,0.88
80.00,0.47
76.00,0.47
111.00,0.18
42.00,0.87
84.00,0.24
74.00,0.49
69.00,0.42
65.00,0.81
70.00,0.54
105.00,0.35
92.00,0.62
72.00,0.81
35.00,0.96
58.00,0.76
103.00,0.19
82.00,0.69
78.00,0.55
78.00,0.63
84.00,0.20
107.00,0.18
58.00,0.72
90.00,0.55
53.00,0.99
45.00,0.89
49.00,0.87
80.00,0.22
58.00,0.87
57.00,0.49
49.00,0.71
78.00,0.77
57.00,0.71
35.00,0.87
53.00,0.86
91.00,0.49
79.00,0.36
59.00,0.66
87.00,0.30
75.00,0.57
77.00,0.56
45.00,0.91
106.00,0.41
32.00,0.72
86.00,0.31
105.00,0.56
42.00,0.93
57.00,0.89
105.00,0.23
37.00,0.89
60.00,0.18
51.00,0.32
89.00,0.58
51.00,0.76
88.00,0.61
42.00,0.95
50.00,0.82
60.00,0.65
53.00,0.60
69.00,0.70
45.00,0.94
81.00,0.45
67.00,0.52
81.00,0.48
46.00,0.91
53.00,0.85
87.00,0.49
54.00,0.64
80.00,0.27
59.00,0.85
45.00,0.98
82.00,0.22
71.00,0.30
35.00,1.00
62.00,0.87
76.00,0.53
78.00,0.45
66.00,0.82
101.00,0.20
64.00,0.86
74.00,0.51
60.00,0.91
136.00,0.35
48.00,0.91
72.00,0.64
77.00,0.72
87.00,0.36
63.00,0.83
36.00,0.93
45.00,0.72
55.00,0.54
88.00,0.56
85.00,0.46
56.00,0.81
54.00,0.76
83.00,0.19
50.00,0.25
72.00,0.63
68.00,0.76
72.00,0.49
81.00,0.18
84.00,0.56
41.00,1.00
97.00,0.64
37.00,0.82
39.00,0.93
51.00,0.93
65.00,0.88
57.00,0.46
67.00,0.56
43.00,0.92
52.00,0.85
45.00,0.54
62.00,0.34
57.00,0.78
58.00,0.39
83.00,0.60
60.00,0.85
57.00,0.91
95.00,0.61
33.00,0.99
88.00,0.29
108.00,0.26
71.00,0.33
92.00,0.29
50.00,0.99
104.00,0.37
29.00,0.25
65.00,0.74
61.00,0.82
80.00,0.40
72.00,0.46
55.00,0.59
50.00,0.80
62.00,0.69
75.00,0.49
98.00,0.27
61.00,0.36
73.00,0.49
65.00,0.52
54.00,0.75
44.00,0.94
63.00,0.61
84.00,0.47
86.00,0.23
69.00,0.18
82.00,0.22
32.00,0.96
75.00,0.47
98.00,0.33
55.00,0.75
48.00,0.90
33.00,0.95
75.00,0.62
70.00,0.32
71.00,0.68
93.00,0.30
83.00,0.68
47.00,0.99
51.00,0.79
97.00,0.50
57.00,0.58
65.00,0.57
38.00,0.80
91.00,0.60
53.00,0.81
56.00,0.79
79.00,0.71
90.00,0.24
97.00,0.43
68.00,0.30
67.00,0.56
82.00,0.77
93.00,0.42
112.00,0.36
53.00,0.69
57.00,0.74
31.00,0.97
58.00,0.94
42.00,0.88
71.00,0.71
66.00,0.34
51.00,0.83
42.00,0.93
72.00,0.80
51.00,0.80
93.00,0.60
50.00,0.84
71.00,0.88
51.00,0.78
90.00,0.55
66.00,0.88
78.00,0.53
84.00,0.34
73.00,0.28
89.00,0.21
64.00,0.50
46.00,0.87
54.00,0.84
68.00,0.74
86.00,0.36
95.00,0.70
111.00,0.48
83.00,0.23
80.00,0.63
86.00,0.45
75.00,0.62
69.00,0.68
54.00,0.78
48.00,0.68
50.00,0.63
80.00,0.46
96.00,0.29
94.00,0.47
99.00,0.42
103.00,0.26
70.00,0.60
71.00,0.57
54.00,0.80
98.00,0.42
62.00,0.77
55.00,0.72
74.00,0.20
73.00,0.42
72.00,0.27
82.00,0.68
40.00,0.99
59.00,0.85
49.00,0.87
44.00,0.85
50.00,0.99
58.00,0.32
43.00,0.89
51.00,0.65
72.00,0.64
73.00,0.29
69.00,0.35
85.00,0.36
81.00,0.48
88.00,0.46
61.00,0.72
82.00,0.48
58.00,0.79
113.00,0.50
41.00,0.76
63.00,0.75
70.00,0.36
109.00,0.44
72.00,0.25
79.00,0.60
100.00,0.32
95.00,0.51
98.00,0.44
76.00,0.78
86.00,0.21
67.00,0.76
61.00,0.92
81.00,0.37
76.00,0.65
27.00,0.98
62.00,0.77
54.00,0.85
86.00,0.51
66.00,0.66
87.00,0.44
32.00,0.73
49.00,0.59
87.00,0.58
113.00,0.28
60.00,0.60
71.00,0.53
74.00,0.65
54.00,0.73
107.00,0.44
93.00,0.41
63.00,0.63
77.00,0.60
44.00,0.43
86.00,0.19
59.00,0.62
70.00,0.52
71.00,0.42
52.00,0.84
75.00,0.61
103.00,0.39
59.00,0.52
58.00,0.87
81.00,0.31
63.00,0.84
48.00,0.90
64.00,0.67
89.00,0.64
66.00,0.33
87.00,0.35
60.00,0.66
62.00,0.18
78.00,0.22
42.00,0.74
46.00,0.70
123.00,0.22
75.00,0.18
51.00,0.73
64.00,0.60
53.00,0.92
44.00,0.81
80.00,0.53
106.00,0.56
100.00,0.28
76.00,0.22
53.00,0.92
27.00,0.83
70.00,0.64
54.00,0.82
57.00,0.23
82.00,0.28
76.00,0.35
81.00,0.54
94.00,0.55
41.00,0.93
73.00,0.72
75.00,0.69
58.00,0.93
93.00,0.36
83.00,0.69
45.00,0.99
96.00,0.40
91.00,0.66
61.00,0.43
51.00,0.85
103.00,0.51
101.00,0.52
42.00,0.95
79.00,0.71
70.00,0.29
71.00,0.62
83.00,0.32
71.00,0.71
53.00,0.78
70.00,0.32
39.00,0.97
94.00,0.31
75.00,0.78
54.00,0.67
100.00,0.40
75.00,0.41
72.00,0.68
47.00,0.98
47.00,0.81
86.00,0.66
39.00,0.97
50.00,0.97
94.00,0.28
79.00,0.82
69.00,0.37
110.00,0.36
60.00,0.68
54.00,0.76
84.00,0.49
63.00,0.60
104.00,0.20
63.00,0.76
94.00,0.46
127.00,0.17
39.00,0.80
86.00,0.21
77.00,0.20
58.00,0.30
66.00,0.90
45.00,0.40
44.00,0.74
75.00,0.58
77.00,0.36
42.00,0.98
71.00,0.21
71.00,0.48
63.00,0.62
105.00,0.42
67.00,0.73
90.00,0.33
70.00,0.69
48.00,0.89
44.00,0.92
79.00,0.20
90.00,0.17
69.00,0.45
47.00,0.95
100.00,0.59
104.00,0.42
85.00,0.36
80.00,0.30
94.00,0.30
54.00,0.47
56.00,0.65
55.00,0.69
72.00,0.81
66.00,0.78
56.00,0.42
38.00,0.84
59.00,0.43
74.00,0.76
72.00,0.83
61.00,0.92
47.00,0.86
49.00,0.34
62.00,0.49
34.00,0.79
83.00,0.19
79.00,0.51
40.00,0.98
62.00,0.48
67.00,0.75
49.00,0.84
81.00,0.33
44.00,0.90
52.00,0.76
64.00,0.47
72.00,0.81
72.00,0.78
59.00,0.71
70.00,0.79
94.00,0.42
83.00,0.56
49.00,0.77
75.00,0.37
90.00,0.26
90.00,0.51
65.00,0.72
98.00,0.40
85.00,0.72
55.00,0.57
60.00,0.79
108.00,0.39
109.00,0.24
65.00,0.41
56.00,0.83
87.00,0.69
64.00,0.49
75.00,0.44
55.00,0.60
66.00,0.58
135.00,0.37
57.00,0.74
63.00,0.22
63.00,0.71
61.00,0.72
73.00,0.81
61.00,0.91
91.00,0.17
49.00,0.65
55.00,0.63
84.00,0.30
72.00,0.60
50.00,0.76
65.00,0.78
67.00,0.33
38.00,0.96
96.00,0.50
75.00,0.79
46.00,0.88
88.00,0.82
70.00,0.54
47.00,0.97
81.00,0.45
66.00,0.70
119.00,0.24
84.00,0.47
88.00,0.29
20.00,0.98
45.00,0.91
85.00,0.36
83.00,0.50
84.00,0.75
59.00,0.94
74.00,0.82
89.00,0.24
46.00,1.00
39.00,0.95
46.00,0.89
58.00,0.97
56.00,0.18
99.00,0.63
60.00,0.85
73.00,0.49
93.00,0.19
72.00,0.48
72.00,0.42
81.00,0.55
112.00,0.27
78.00,0.73
85.00,0.49
42.00,0.93
79.00,0.49
95.00,0.70
88.00,0.19
74.00,0.44
59.00,0.84
47.00,0.73
50.00,0.90
83.00,0.66
62.00,0.92
95.00,0.21
100.00,0.54
47.00,0.87
66.00,0.65
83.00,0.50
51.00,0.62
48.00,0.78
54.00,0.80
68.00,0.84
51.00,0.82
56.00,0.75
74.00,0.23
86.00,0.24
70.00,0.19
57.00,0.49
67.00,0.34
66.00,0.43
75.00,0.43
87.00,0.68
90.00,0.27
91.00,0.53
54.00,0.61
51.00,0.46
77.00,0.53
55.00,0.72
75.00,0.40
43.00,0.86
70.00,0.17
45.00,0.97
96.00,0.34
90.00,0.18
59.00,0.40
86.00,0.40
54.00,0.89
71.00,0.21
60.00,0.19
52.00,0.83
71.00,0.64
99.00,0.42
63.00,0.82
116.00,0.44
79.00,0.27
62.00,0.43
57.00,0.81
70.00,0.25
59.00,0.57
105.00,0.28
59.00,0.62
62.00,0.70
113.00,0.38
80.00,0.36
72.00,0.38
44.00,0.82
54.00,0.34
58.00,0.73
74.00,0.84
31.00,0.85
68.00,0.24
65.00,0.66
108.00,0.24
47.00,0.98
65.00,0.28
61.00,0.57
120.00,0.29
59.00,0.79
80.00,0.23
55.00,0.79
87.00,0.57
64.00,0.54
81.00,0.36
56.00,0.92
48.00,0.90
60.00,0.32
82.00,0.60
72.00,0.32
51.00,0.93
103.00,0.38
79.00,0.63
72.00,0.44
98.00,0.40
90.00,0.45
83.00,0.61
72.00,0.74
93.00,0.30
64.00,0.29
46.00,0.91
75.00,0.31
50.00,0.87
37.00,0.84
75.00,0.62
81.00,0.25
76.00,0.19
93.00,0.23
75.00,0.20
110.00,0.20
93.00,0.24
116.00,0.33
79.00,0.42
45.00,0.99
102.00,0.48
55.00,0.71
65.00,0.89
96.00,0.62
56.00,0.93
87.00,0.44
91.00,0.22
116.00,0.32
74.00,0.62
72.00,0.57
58.00,0.32
108.00,0.21
72.00,0.27
82.00,0.40
111.00,0.41
63.00,0.58
61.00,0.44
93.00,0.18
46.00,0.76
99.00,0.32
79.00,0.26
57.00,0.42
86.00,0.26
65.00,0.46
57.00,0.82
57.00,0.53
76.00,0.76
72.00,0.67
74.00,0.35
64.00,0.19
85.00,0.24
65.00,0.61
63.00,0.84
77.00,0.69
56.00,0.92
101.00,0.20
45.00,0.79
29.00,0.95
91.00,0.55
85.00,0.22
64.00,0.57
87.00,0.20
82.00,0.45
64.00,0.27
50.00,0.66
43.00,0.89
59.00,0.84
102.00,0.19
57.00,0.93
91.00,0.65
62.00,0.72
77.00,0.63
80.00,0.67
25.00,0.89
84.00,0.18
46.00,0.91
49.00,0.70
105.00,0.44
43.00,0.90
87.00,0.42
68.00,0.33
69.00,0.58
47.00,0.89
78.00,0.26
81.00,0.78
83.00,0.25
68.00,0.82
82.00,0.72
48.00,0.80
53.00,0.67
79.00,0.47
94.00,0.67
107.00,0.25
72.00,0.20
49.00,0.96
62.00,0.90
139.00,0.37
46.00,0.23
53.00,0.91
78.00,0.61
69.00,0.22
39.00,0.93
69.00,0.23
86.00,0.72
92.00,0.33
58.00,0.41
94.00,0.63
75.00,0.20
78.00,0.42
79.00,0.76
64.00,0.50
80.00,0.71
57.00,0.63
39.00,0.91
64.00,0.78
72.00,0.71
107.00,0.62
93.00,0.45
68.00,0.51
69.00,0.61
58.00,0.70
43.00,0.93
72.00,0.42
39.00,1.00
99.00,0.45
68.00,0.59
65.00,0.69
76.00,0.61
69.00,0.44
41.00,0.95
54.00,0.25
73.00,0.83
52.00,0.34
64.00,0.17
73.00,0.68
38.00,0.98
59.00,0.87
83.00,0.47
105.00,0.18
65.00,0.62
87.00,0.41
72.00,0.24
66.00,0.59
60.00,0.85
104.00,0.45
54.00,0.90
78.00,0.46
106.00,0.51
48.00,0.45
82.00,0.52
117.00,0.28
62.00,0.64
80.00,0.77
65.00,0.31
47.00,0.89
88.00,0.39
55.00,0.66
40.00,0.85
60.00,0.82
90.00,0.17
90.00,0.44
113.00,0.30
80.00,0.78
65.00,0.80
69.00,0.88
51.00,0.89
51.00,0.80
108.00,0.29
101.00,0.30
92.00,0.34
80.00,0.48
67.00,0.56
80.00,0.42
47.00,0.93
69.00,0.35
74.00,0.75
86.00,0.46
66.00,0.90
83.00,0.62
75.00,0.80
92.00,0.29
60.00,0.49
58.00,0.28
65.00,0.28
87.00,0.42
56.00,0.94
74.00,0.66
45.00,0.76
79.00,0.58
48.00,0.73
54.00,0.93
44.00,0.98
55.00,0.20
89.00,0.44
95.00,0.34
38.00,0.99
66.00,0.69
116.00,0.27
53.00,0.95
70.00,0.71
58.00,0.49
48.00,0.47
36.00,0.89
85.00,0.18
79.00,0.52
50.00,0.89
82.00,0.41
78.00,0.56
63.00,0.72
71.00,0.56
85.00,0.36
65.00,0.75
92.00,0.36
62.00,0.69
71.00,0.60
67.00,0.91
39.00,0.99
56.00,0.94
53.00,0.64
75.00,0.58
61.00,0.69
96.00,0.47
110.00,0.50
89.00,0.39
78.00,0.40
48.00,0.99
73.00,0.73
69.00,0.77
36.00,0.91
85.00,0.70
62.00,0.53
86.00,0.31
55.00,0.75
108.00,0.62
73.00,0.84
32.00,0.95
100.00,0.20
81.00,0.43
45.00,0.95
81.00,0.56
73.00,0.71
57.00,0.70
53.00,0.75
66.00,0.63
40.00,0.91
69.00,0.49
71.00,0.46
91.00,0.47
52.00,0.60
84.00,0.27
63.00,0.41
84.00,0.68
54.00,0.91
51.00,0.87
69.00,0.72
79.00,0.58
78.00,0.59
52.00,0.88
101.00,0.32
76.00,0.51
78.00,0.64
86.00,0.31
80.00,0.69
42.00,0.92
62.00,0.19
46.00,0.75
61.00,0.51
43.00,0.72
57.00,0.62
69.00,0.74
68.00,0.76
106.00,0.23
69.00,0.23
62.00,0.35
88.00,0.50
79.00,0.87
80.00,0.34
63.00,0.58
50.00,0.81
61.00,0.17
86.00,0.69
89.00,0.17
48.00,0.71
43.00,0.94
48.00,0.88
85.00,0.40
70.00,0.55
57.00,0.78
58.00,0.88
64.00,0.50
38.00,0.96
80.00,0.29
60.00,0.26
55.00,0.82
52.00,0.89
34.00,0.84
93.00,0.53
118.00,0.26
69.00,0.35
86.00,0.33
81.00,0.46
56.00,0.53
55.00,0.81
51.00,0.90
66.00,0.45
39.00,0.80
67.00,0.90
56.00,0.91
70.00,0.76
74.00,0.83
77.00,0.41
48.00,0.93
48.00,0.94
42.00,0.80
61.00,0.64
34.00,1.00
90.00,0.23
50.00,0.85
76.00,0.32
68.00,0.58
104.00,0.73
90.00,0.34
60.00,0.24
75.00,0.28
103.00,0.22
87.00,0.37
96.00,0.20
46.00,0.85
75.00,0.29
58.00,0.64
100.00,0.50
88.00,0.59
48.00,0.78
59.00,0.77
71.00,0.71
65.00,0.36
73.00,0.43
63.00,0.20
43.00,0.37
73.00,0.74
89.00,0.50
49.00,0.45
78.00,0.23
83.00,0.24
66.00,0.26
84.00,0.59
74.00,0.43
44.00,0.97
67.00,0.70
73.00,0.48
99.00,0.36
58.00,0.30
49.00,0.25
58.00,0.77
78.00,0.64
50.00,1.00
78.00,0.20
72.00,0.39
91.00,0.48
63.00,0.42
68.00,0.30
61.00,0.48
67.00,0.50
55.00,0.56
65.00,0.48
77.00,0.53
90.00,0.24
39.00,0.93
46.00,0.88
90.00,0.27
67.00,0.36
63.00,0.44
78.00,0.28
69.00,0.60
58.00,0.80
68.00,0.72
54.00,0.23
40.00,0.90
78.00,0.46
88.00,0.55
85.00,0.70
51.00,0.81
70.00,0.53
36.00,0.85
59.00,0.77
55.00,0.44
64.00,0.81
80.00,0.46
114.00,0.43
77.00,0.50
89.00,0.55
59.00,0.93
55.00,0.74
65.00,0.70
68.00,0.31
56.00,0.70
64.00,0.31
102.00,0.50
94.00,0.51
57.00,0.76
71.00,0.72
71.00,0.82
87.00,0.54
54.00,0.68
67.00,0.88
62.00,0.95
34.00,0.96
73.00,0.26
52.00,0.45
86.00,0.62
82.00,0.19
59.00,0.60
57.00,0.58
103.00,0.62
91.00,0.32
73.00,0.75
81.00,0.54
83.00,0.17
70.00,0.27
62.00,0.60
84.00,0.51
81.00,0.45
47.00,0.67
41.00,0.72
57.00,0.83
67.00,0.88
90.00,0.52
75.00,0.73
56.00,0.82
87.00,0.28
87.00,0.58
77.00,0.41
65.00,0.28
91.00,0.43
36.00,0.98
68.00,0.67
53.00,0.65
64.00,0.54
89.00,0.87
87.00,0.63
42.00,0.78
76.00,0.48
113.00,0.54
78.00,0.36
68.00,0.41
89.00,0.31
58.00,0.30
77.00,0.28
50.00,0.84
83.00,0.31
51.00,0.76
77.00,0.35
103.00,0.24
54.00,0.97
87.00,0.44
88.00,0.17
51.00,0.68
60.00,0.42
55.00,0.68
70.00,0.53
35.00,0.92
109.00,0.52
52.00,0.94
68.00,0.72
95.00,0.30
71.00,0.61
61.00,0.93
65.00,0.71
69.00,0.58
74.00,0.51
89.00,0.38
68.00,0.78
40.00,0.83
68.00,0.48
75.00,0.82
54.00,0.88
69.00,0.55
133.00,0.42
107.00,0.58
43.00,0.91
85.00,0.32
71.00,0.59
42.00,0.92
67.00,0.40
107.00,0.40
50.00,0.70
58.00,0.57
70.00,0.65
84.00,0.62
85.00,0.24
83.00,0.19
76.00,0.40
49.00,0.84
70.00,0.45
62.00,0.28
51.00,0.34
82.00,0.38
74.00,0.54
66.00,0.79
83.00,0.73
53.00,0.98
84.00,0.37
58.00,0.94
35.00,0.85
81.00,0.29
87.00,0.50
57.00,0.96
31.00,0.94
51.00,0.90
99.00,0.30
46.00,0.88
107.00,0.35
65.00,0.47
56.00,0.45
76.00,0.25
67.00,0.83
85.00,0.17
81.00,0.47
73.00,0.72
74.00,0.68
74.00,0.31
57.00,0.43
43.00,0.86
88.00,0.67
64.00,0.60
71.00,0.79
34.00,0.91
75.00,0.82
93.00,0.46
87.00,0.39
52.00,0.95
73.00,0.54
121.00,0.24
69.00,0.46
80.00,0.25
72.00,0.62
98.00,0.57
57.00,0.81
48.00,0.95
75.00,0.51
68.00,0.89
55.00,0.39
54.00,0.62
56.00,0.86
45.00,0.66
89.00,0.50
40.00,0.64
51.00,0.52
67.00,0.47
60.00,0.81
59.00,0.79
47.00,0.87
39.00,0.95
84.00,0.40
64.00,0.52
67.00,0.68
62.00,0.87
57.00,0.83
61.00,0.68
110.00,0.19
86.00,0.34
63.00,0.44
48.00,0.67
85.00,0.57
65.00,0.52
97.00,0.26
68.00,0.28
49.00,0.85
65.00,0.58
80.00,0.20
55.00,0.19
87.00,0.67
70.00,0.79
51.00,0.89
64.00,0.55
53.00,0.62
65.00,0.51
55.00,0.60
91.00,0.44
66.00,0.35
72.00,0.34
91.00,0.37
82.00,0.52
80.00,0.38
108.00,0.22
83.00,0.57
35.00,0.99
66.00,0.76
59.00,0.49
53.00,0.69
62.00,0.53
59.00,0.54
77.00,0.46
57.00,0.81
53.00,0.82
61.00,0.56
92.00,0.41
53.00,0.96
48.00,0.74
67.00,0.39
92.00,0.42
61.00,0.88
107.00,0.34
73.00,0.71
65.00,0.21
87.00,0.58
71.00,0.52
54.00,0.91
65.00,0.37
44.00,0.87
34.00,0.87
80.00,0.56
70.00,0.21
115.00,0.48
47.00,0.96
53.00,0.88
59.00,0.68
58.00,0.94
48.00,0.96
61.00,0.54
69.00,0.81
71.00,0.67
67.00,0.71
44.00,0.77
66.00,0.84
89.00,0.18
88.00,0.18
84.00,0.57
56.00,0.75
104.00,0.20
83.00,0.46
75.00,0.54
62.00,0.55
77.00,0.56
60.00,0.93
42.00,0.88
87.00,0.80
49.00,0.95
41.00,0.99
90.00,0.43
45.00,0.84
51.00,0.91
100.00,0.52
56.00,0.85
37.00,0.96
84.00,0.59
77.00,0.53
81.00,0.22
99.00,0.25
70.00,0.39
82.00,0.51
78.00,0.29
61.00,0.82
57.00,0.85
74.00,0.66
87.00,0.17
61.00,0.65
94.00,0.23
88.00,0.37
46.00,0.50
98.00,0.54
43.00,0.73
49.00,0.78
80.00,0.38
54.00,0.66
94.00,0.20
87.00,0.22
84.00,0.22
106.00,0.37
65.00,0.92
53.00,0.53
84.00,0.45
60.00,0.43
77.00,0.43
56.00,0.35
52.00,0.51
43.00,0.65
76.00,0.19
42.00,0.88
97.00,0.49
92.00,0.66
34.00,0.99
60.00,0.84
37.00,0.82
97.00,0.26
51.00,0.73
97.00,0.59
81.00,0.46
53.00,0.78
86.00,0.29
93.00,0.55
54.00,0.91
72.00,0.42
94.00,0.59
66.00,0.57
97.00,0.25
92.00,0.62
83.00,0.74
33.00,0.31
80.00,0.67
69.00,0.89
88.00,0.20
79.00,0.35
79.00,0.38
59.00,0.69
99.00,0.31
76.00,0.46
58.00,0.75
92.00,0.40
56.00,0.46
42.00,0.72
